Unnamed: 0,ID,name,href,docket,term,first_party,second_party,facts,facts_len,majority_vote,minority_vote,first_party_winner,decision_type,disposition,issue_area,api_question,api_conclusion
11,50683,Moose Lodge No. 107 v. Irvis,https://api.oyez.org/cases/1971/70-75,70-75,1971,Moose Lodge No. 107,Irvis,"K. Leroy Irvis, a black man who was a guest of a white member of the Moose Lodge No. 107, was refused service at the club's dining room because of his race. The bylaws of the Lodge limited membership to white male Caucasians. Irvis challenged the club's refusal to serve him, arguing that the action of the Pennsylvania liquor board issuing the Lodge a license made the club's discrimination ""state action.""
",415,6,3,True,majority opinion,reversed/remanded,Civil Rights,Did the discriminatory practices violate the Equal Protection Clause of the Fourteenth Amendment?,"No. In a 6-to-3 decision, the Court held that the Moose Lodge's refusal to serve food and beverages to Irvis because he was black did not violate the Fourteenth Amendment. The Court noted that the state action doctrine did not necessarily apply to all private entities that received benefits or services from the government; otherwise, the Court reasoned, all private associations that received electricity, water, and fire protection would be subject to state regulation. The Court found that the Moose Lodge ""a private social club in a private building,"" and thus not subject to the Equal Protection Clause."
12,50688,Branzburg v. Hayes,https://api.oyez.org/cases/1971/70-85,70-85,1971,Branzburg,Hayes,"After observing and interviewing a number of people synthesizing and using drugs in a two-county area in Kentucky, Branzburg, a reporter, wrote a story which appeared in a Louisville newspaper. On two occasions he was called to testify before state grand juries which were investigating drug crimes. Branzburg refused to testify and potentially disclose the identities of his confidential sources. Similarly, in the companion cases of In re Pappas and United States v. Caldwell, two different reporters, each covering activity within the Black Panther organization, were called to testify before grand juries and reveal trusted information. Like Branzburg, both Pappas and Caldwell refused to appear before their respective grand juries.
",745,5,4,False,majority opinion,affirmed,First Amendment,Is the requirement that news reporters appear and testify before state or federal grand juries an abridgement of the freedoms of speech and press as guaranteed by the First Amendment?,"No. The Court found that requiring reporters to disclose confidential information to grand juries served a ""compelling"" and ""paramount"" state interest and did not violate the First Amendment. Justice White argued that since the case involved no government intervention to impose prior restraint, and no command to publish sources or to disclose them indiscriminately, there was no Constitutional violation. The fact that reporters receive information from sources in confidence does not privilege them to withhold that information during a government investigation; the average citizen is often forced to disclose information received in confidence when summoned to testify in court."
13,50689,Kirby v. Illinois,https://api.oyez.org/cases/1971/70-5061,70-5061,1971,Thomas Kirby,Illinois,"William Shard reported to the Chicago police that two men stole his wallet.  The wallet contained traveler’s checks and his social security card, among other things.  The next day, two police officers stopped Thomas Kirby and his friend, Ralph Bean.  When asked for identification, Kirby produced Shard’s wallet.  The officers arrested Kirby and Bean and brought them to the Maxwell Street Police Station.  Once there, the officers learned about Shard’s robbery and sent a car to pick up Shard and bring him to the station.  Without an attorney present, police asked Shard if Kirby and Bean were his robbers.  Shard instantly gave a positive identification.   Kirby and Bean were not indicted until almost 6 weeks later.  At trial, Kirby unsuccessfully attempted to suppress Shard’s identification.  The jury found Kirby guilty and the Appellate Court of Illinois, First District affirmed.
",897,5,4,False,plurality opinion,affirmed,Criminal Procedure,Does due process require that an accused be advised of his right to counsel before an identification that takes place before the accused has been charged formally?,"No.  Justice Potter Stewart, writing for a four justice plurality, delivered the judgment of the court.  The plurality expressed that there is no constitutional right to counsel for an identification that takes place before the accused is indicted or formally charged.  For this reason, the Exclusionary Rule does not apply, and the identification can be admitted at trial.  Chief Justice Warren E. Burger concurred, emphasizing that the right to counsel does not attach until an accused is formally charged.  Justice Lewis F. Powell concurred in the judgment, agreeing that the Exclusionary Rule does not apply.Justice William J. Brennan dissented, arguing that prior Supreme Court Exclusionary Rule precedent just happened to cover post-indictment identifications, but the reasons for using the Rule are the same in pre-indictment cases.  Justice William O. Douglas and Justice Thurgood Marshall joined in the dissent.  Justice Byron R. White dissented, arguing that the Exclusionary Rule applies in this case."
15,50695,Board of Regents of State Colleges v. Roth,https://api.oyez.org/cases/1971/71-162,71-162,1971,Board of Regents of State Colleges,David Roth,"David Roth was hired under a one-year contract to teach political science at Wisconsin State University-Oshkosh. He was informed that he would not be rehired at the end of his contract. No reasons were given for this decision. Roth brought suit against the university claiming that (1) the real reason for his non-retention was his criticism of the university administration violating his right to free speech protected by the Fourteenth Amendment; and (2) the university's failure to advise him of the reason for its decision violated his right to procedural due process. Roth won on the second claim. It was upheld on appeal.
",635,5,3,True,majority opinion,reversed/remanded,Due Process,Does the due process clause of the Fourteenth Amendment require that a state university provide a one-year contract employee a hearing and reasons when he is not retained after the termination of his contract?,"In an opinion by Justice Potter Stewart, the court held 5-3 that Roth had no protected interest in continued employment, as he had completed his contracted term, and therefore was no Fourteenth Amendment protection."
16,50707,United States v. Mississippi Chemical Corporation,https://api.oyez.org/cases/1971/70-52,70-52,1971,United States,"Mississippi Chemical Corporation, Costal Chemical Corp","Mississippi Chemical Corp. and Costal Chemical Corp. were “cooperate associations” within the meaning of the Agricultural Marketing Act.  The associations qualified for membership in a “bank for Cooperatives”, which allowed them to borrow money.  The Farm Credit Act of 1955 required that the associations buy Class “C” stocks valued at $100.  The associations claimed a $99 interest deduction on their taxes for every stock purchased.  When the Internal Revenue Service disallowed the deduction, the associations paid the deficiency and then sued for a refund.  The district court found for the associations and the U.S. Court of Appeals for the Fifth Circuit affirmed.
",678,8,0,True,majority opinion,reversed/remanded,Federal Taxation,Were the Class “C” stock purchases deductible interest?,"No.  In a unanimous decision, Justice Thurgood Marshall wrote the majority opinion reversing the lower court and remanding.  Looking at the legislative scheme involved, the Supreme Court held that the stock was a capitol asset with long-term value, so it was not deductible.  Justice Harry A. Blackmun did not participate."
17,50709,Santobello v. New York,https://api.oyez.org/cases/1971/70-98,70-98,1971,Rudolph Santobello,State of New York,"In 1969, the State of New York indicted Rudolph Santobello on two felony counts. After Santobello pled not guilty to both counts, the prosecutor offered him a plea deal. In order to receive a lighter sentence, Santobello could plead guilty to a lesser offense. The prosecutor further agreed not to recommend a sentence to the judge. Santobello accepted the deal and entered a plea of guilty to the lesser offense.
After several months, Santobello still had not been sentenced. By the time the court considered his sentencing, both Santobello’s defense counsel and the original prosecutor had been replaced. The new prosecutor, unaware of the previous prosecutor’s plea offer, recommended the maximum one-year sentence for Santobello’s crime. Despite Santobello’s objections, the court issued the maximum sentence. Santobello appealed, but the appellate court affirmed his conviction.""
",899,4,3,True,majority opinion,vacated/remanded,Criminal Procedure,Can a defendant seek a new trial when a new prosecutor fails to abide by the terms of his predecessor’s plea agreement?,"Yes. Chief Justice Warren E. Burger, writing for a 4-3 majority, vacated the judgment and remanded. The opinion emphasized that the plea bargaining process is a crucial part of the criminal justice system. In the interests of justice, agreements between prosecutors and defendants must be upheld. Even though the trial judge claimed that the prosecutor’s recommendation did not influence his sentencing decision, the prosecutor had a duty to uphold the original agreement. The Court remanded the case so that the lower court could determine the appropriate relief for Santobello. Justice Thurgood Marshall concurred in part and dissented in part. He argued that the Court must allow Santobello to withdraw his guilty plea entirely, instead of leaving the decision to the trial court. Justice William J. Brennan, Jr. and Justice Potter Stewart joined in his opinion."
18,50715,Morrissey v. Brewer,https://api.oyez.org/cases/1971/71-5103,71-5103,1971,Morrissey,Brewer,"On January 4, 1967, John J. Morrissey entered a guilty plea to an information charging him with false uttering of a check. After serving part of his seven-year sentence, the Iowa Board of Parole granted Morrissey parole, and he was released from Iowa State Penitentiary on June 20, 1968. On January 24, 1969, however, Morrissey was arrested in Cedar Rapids for violating his parole. The Board of Parole entered an order revoking his parole and returning Morrissey to prison. Morrissey filed several habeas corpus actions in Iowa state courts between June 1969 and August 1969, but soon exhausted his state remedies. On September 12, 1969, Morrissey filed a habeas corpus petition in federal district court, which was denied; the court also denied his notice of appeal, considered as an application for certificate of probable cause. The United States Court of Appeals, Eighth Circuit, granted Morrissey’s application and appointed counsel to represent Morrissey on appeal.
On April 29, 1968, G. Donald Booher entered a guilty plea to an information charging him with forgery. On November 14, 1968, the Board of Parole granted his parole, releasing Booher from his ten-year sentence at Iowa State Penitentiary. On August 28, 1969, Booher allegedly violated his parole, and the Board of Parole revoked his parole on September 13. Booher filed several petitions for a writ of habeas corpus in state district court between November 1969 and March 1970; the district court dismissed all of Booher’s petitions. He then filed an application for certificate of probable cause in federal district court on June 16, 1970. The district court denied his application, but the United States Court of Appeals, Eighth Circuit, granted it on appeal, appointing counsel and consolidating the claims of Morrissey and Booher. 
Neither Morrissey nor Booher was granted a hearing or other opportunity to question, challenge, or become aware of the facts which formed the basis of each man’s parole violation. Neither man was granted the opportunity to present evidence on his own behalf, or to confront or cross-examine those providing testimony against him. The Eighth Circuit, however, affirmed the denials of the petitions of Morrissey and Booher in a 4-3 <i>en banc</i> ruling.
",2281,9,0,True,majority opinion,reversed/remanded,Due Process,Did the due process clause of the Fourteenth Amendment require the Iowa Board of Parole to give an evidentiary hearing prior to revoking the paroles of Morrissey and Booker?,"Yes. In an 8-1 decision written by Chief Justice Warren Burger, the Court held that due process required Iowa to include a preliminary hearing to determine probable cause for the parole revocations of Morrissey and Booker. Chief Justice Burger described the purpose of parole in the correctional process, focusing on the notion that a parolee was entitled to his liberty so long as he substantially abided by the conditions of his parole. He determined that Morrissey and Booker were entitled to some form of due process before Iowa could revoke their paroles. Chief Justice Burger wrote that Iowa had no interest in revoking parole without some informal procedural guarantees, while acknowledging Iowa’s interest in imposing extensive restrictions on parolees and in returning violators to prison without the burden of a new trial.Chief Justice Burger wrote that due process required someone not directly involved in a parolee’s case to determine whether reasonable ground existed for revocation. He outlined the basic requirements for the official in charge of a parole revocation hearing, including notice to the parolee, disclosure of evidence, and a written determination by the officer based on the information presented at the hearing. Chief Justice Burger emphasized that parolees had a right to a final hearing prior to revocation held within two months after the parolee was taken into custody. This hearing must give a parolee an opportunity to show that he did not violate the conditions of his parole, and to show mitigating circumstances.Chief Justice Burger declined to decide whether a parolee was entitled to the assistance of counsel if he was indigent. He remanded the case for the district court to make findings on the procedures actually followed by the Board of Parole.Justice William Brennan concurred, emphasizing that a parolee was clearly allowed to retain an attorney, leaving open the question of whether counsel must be provided if a parolee was indigent.Justice William Douglas dissented in part. He argued that where only a violation of a parole condition was involved, procedural due process required that the state should not arrest a parolee. He wrote that parolees were entitled to counsel, and emphasized that a parolee was entitled to his freedom until the revocation was final."
20,50721,Gravel v. United States,https://api.oyez.org/cases/1971/71-1017,71-1017,1971,Gravel,United States,"In 1971, Senator Mike Gravel received a copy of the Pentagon Papers: a set of classified documents concerning U.S. involvement in the Vietnam war. Gravel then introduced the study, in its entirety, into the record of a Senate Subcommittee meeting. Gravel also arranged for the private publication of the papers by the Beacon Press. A federal grand jury subpoenaed Leonard Rodberg, one of Gravel's aides, to testify about his role in the acquisition and publication of the papers.
",487,5,4,True,majority opinion,vacated/remanded,First Amendment,Did the subpoena of Senator Gravel's aide violate the Speech and Debate Clause of Article I of the Constitution?,"Yes. The Court held that because the work of aides was critical to the performance of legislative tasks and duties, they were nothing less than legislators' ""alter egos"" and thus immune from subpoenas by the Speech and Debate Clause. Aides were exempted from grand jury questioning so long as Senators invoked the privilege on their behalf. Moreover, the Court held that the protections of the Speech and Debate Clause did not extend beyond the legislative sphere, ruling that Senator Gravel's arrangements with the Beacon Press were not constitutionally protected."
21,50722,Adams v. Williams,https://api.oyez.org/cases/1971/70-283,70-283,1971,Frederick E. Adams,Robert Williams,"During the early morning hours of October 30, 1966, an individual approached a police officer in a gas station parking lot in Bridgeport, Connecticut, and informed him that another individual in a nearby vehicle was carrying narcotics and had a gun at his waist. The officer approached the vehicle on foot and asked the occupant, Robert Williams, to open the door. When Williams rolled down the window instead, the officer reached into the car and removed a gun from Williams’ waistband, though the gun was not visible from outside the vehicle. The officer then arrested Williams for unlawful possession of a firearm and proceeded to search his vehicle, where he found heroin. Williams was convicted in a Connecticut state court of possession of a handgun and heroin.
After the Supreme Court of Connecticut affirmed the conviction, Williams filed a claim against the prison warden, Frederick Adams, in which he alleged that the state of Connecticut continued to detain him unlawfully as a prisoner. Williams argued that the handgun and drugs were discovered through an unlawful search and should not have been admitted into evidence at his trial. The district court denied his petition. On appeal, the U.S. Court of Appeals for the Second Circuit sided with Williams and ordered that his conviction be set aside.",1336,6,3,True,majority opinion,reversed,Criminal Procedure,"Does the Fourth Amendment allow a police officer, acting only on a tip from an informant, to approach a person and remove a weapon concealed in the person’s waistband?","Yes. Justice William H. Rehnquist wrote the opinion for the 6-3 majority. The Court held that the informant’s tip permitted the officer to approach Williams’ car and make a limited search of Williams’ waistband for the officer’s own protection. The Court further held that the discovery of the weapon gave the officer probable cause to arrest Williams’ for illegal possession of a firearm. Because the officer’s subsequent search of the vehicle was permissible, the narcotics he discovered were admissible at Williams’ trial.Justice William O. Douglas wrote a dissent in which he argued that the officer did not have probable cause to arrest Williams’ for illegal possession of a firearm because Connecticut’s “free-and-easy” gun laws allow individuals to carry concealed weapons so long as they have a permit. Justice Thurgood Marshall concurred in the dissent. In his separate dissent, Justice William J. Brennan, Jr. expressed concern that the unnamed informant gave no information that the officer could not have readily manufactured after seizing the weapon. Therefore, Justice Brennan argued that police officers should not be permitted to arrest and search individuals on the basis of an informant’s tip alone. Justice Marshall also wrote a separate dissent in which he argued that the prosecutors failed to meet their burden to prove that the informant’s information was reliable and sufficient to justify the arrest and search of Williams. Justice Douglas joined in the dissent."
22,50723,"Lloyd Corporation, Ltd. v. Tanner",https://api.oyez.org/cases/1971/71-492,71-492,1971,Lloyd Corp. Ltd.,Donald Tanner et al.,"Donald Tanner was a Vietnam War protestor who was distributing anti-war handbills inside Lloyd Center Mall in Portland, Oregon. The handbills were unrelated to the operations of Lloyd Center. Lloyd Center was privately owned by Lloyd Corporation, which prohibited the distribution of handbills inside the mall. While distributing handbills, Tanner and other protestors were informed by mall security that they should stop their distribution or be subject to arrest. The protestors ended their distribution, left the mall, and filed suit against Lloyd Corporation in United States District Court for the District of Oregon alleging their First Amendment right to free speech had been violated. The District Court ruled in their favor. The United States Court of Appeals for the Ninth Circuit.
",799,5,4,True,majority opinion,reversed/remanded,First Amendment,Were Tanner and the other protestors' First Amendment right to free speech violated by Lloyd's refusal to allow them to distribute handbills on mall property?,"No. In a 5-4 decision, the Court reversed the Ninth Circuit and held that Tanner was not entitled to distribute handbills within Lloyd Center. Writing for the majority, Justice Lewis F. Powell contrasted this case withAmalgamated Food Employees Union v. Logan Valley Plaza, which allowed protestors to picket a shopping center when their picketing was ""directly related"" to the shopping center and no ""reasonable opportunities to convey their message…were available."" Here, Tanner's were unrelated to the operations of the mall, and the protestors had an alternative on the sidewalks immediately outside the mall, which were owned by the City of Portland. Powell characterized equating public property with private property intended for public use – such as the mall – as ""reach[ing] too far."" Therefore, Tanner and the protestors did not have a First Amendment right to distribute their handbills within the mall."
25,50745,Flood v. Kuhn,https://api.oyez.org/cases/1971/71-32,71-32,1971,Curtis C. Flood,"Bowie K. Kuhn, Commissioner of Baseball, et al.","Curtis C. Flood was a professional baseball player for the St. Louis Cardinals of the National League. Flood was a consistent, above-average hitter and a well-regarded outfielder, playing one full season without an error in 1966, an unusual achievement. Flood played twelve seasons for the Cardinals, participating in three World Series, and was the co-captain of the team between 1965 and 1969.
Despite this, Flood was traded to the Philadelphia Phillies in October 1969. The Cardinals did not consult him before the trade, and management only informed him about the trade after it was finalized. Flood complained to the Commissioner of Baseball, Bowie K. Kuhn, requesting that the league make him a free agent. Kuhn denied his request, relying on baseball’s “reserve clause,” which maintained a given team’s rights to a player even after that player’s contract expired. Flood then filed an antitrust suit against Kuhn, the presidents of the two major leagues, and the twenty-four major league clubs. He declined to play for the Phillies in 1970 despite a $100,000 salary offer.
Flood alleged violations of the federal antitrust laws, civil rights laws, state statutes, the common law, and the imposition of a form of peonage and involuntary servitude in violation of the Thirteenth Amendment and several federal laws. The trial court granted the defense’s motion for summary judgment, relying on <i>Federal Baseball Club v. National League</i> and <i>Toolson v. New York Yankees</i>, which established a long-standing antitrust exemption for professional baseball clubs. The United States Court of Appeals, Second Circuit, affirmed.
",1656,5,3,False,majority opinion,affirmed,Economic Activity,1. Was professional baseball’s reserve system subject to federal antitrust law?Was professional baseball subject to state antitrust laws?,"No and no. In a 5-3 decision written by Justice Harry Blackmun, the Court affirmed that professional baseball and its reserve clause were immune from antitrust laws at the state and federal levels. Justice Blackmun described the background ofFederal Baseball, emphasizing that antitrust violations against professional baseball were consistently rejected on that case’s authority. He also citedToolson, where the Court specifically held that the business of holding public baseball games for profit between professional clubs was not within the scope of federal antitrust laws.Justice Blackmun also noted thatFederal BaseballandToolsonwere frequently and favorably cited in other cases to establish the uniqueness of baseball’s exemption. He also noted that it was within Congress’ power to remedy this inconsistency. Finally, Justice Blackmun agreed with the Second Circuit that the Commerce Clause precluded the application of state antitrust laws to professional baseball.Chief Justice Warren Burger concurred, but agreed with Justice William Douglas that congressional inaction was not a solid basis to affirm the antitrust exemption for professional baseball.Justice William Douglas dissented, joined by Justice William Brennan. He argued that the ruling inFederal Baseballwas a derelict, and that the reserve system was clearly an unreasonable restraint of trade. He also questioned the majority’s reliance on congressional inaction as evidence of Congress’ intent.Justice Thurgood Marshall also dissented, joined by Justice Brennan. Justice Marshall compared baseball’s reserve system to involuntary servitude. He also questioned the significance of congressional inaction. Justice Marshall argued that the Court should remand the case to determine whether Flood could state a claim despite the existence of a collective bargaining agreement between the teams and the players.Justice Lewis Powell took no part in the consideration or decision of the case."
